ax,ay,az,gx,gy,gz,label
-0.26,0.93,0.02,0.06,-1.98,-2.69,bad
-0.27,0.93,-0.0,16.21,3.2,0.58,bad
-0.27,0.99,-0.09,16.07,4.63,1.47,bad
-0.25,0.95,-0.1,12.41,5.94,1.19,bad
-0.28,1.01,-0.22,17.79,3.83,1.02,bad
-0.24,0.98,-0.28,20.92,4.67,2.56,bad
-0.25,0.96,-0.32,7.09,-0.76,1.38,bad
-0.26,0.98,-0.34,-5.35,-3.64,-0.26,bad
-0.25,0.96,-0.25,-3.15,-2.4,-0.97,bad
-0.26,1.0,-0.26,-3.12,-3.86,0.34,bad
-0.25,1.01,-0.27,-9.08,-3.8,0.7,bad
-0.25,1.02,-0.17,-19.17,-5.88,-1.16,bad
-0.23,0.92,-0.06,-13.69,-2.44,-1.11,bad
-0.25,1.01,-0.1,-2.06,0.88,-2.46,bad
-0.27,0.99,-0.05,-13.77,-5.73,-2.17,bad
-0.25,0.91,0.02,-10.85,-9.56,-1.31,bad
-0.24,0.91,0.06,2.85,0.43,-1.1,bad
-0.25,0.92,0.03,18.96,5.55,0.28,bad
-0.19,0.97,-0.16,17.52,4.12,-0.23,bad
-0.28,1.0,-0.08,2.67,5.34,-0.98,bad
-0.27,0.93,-0.09,15.21,7.33,0.95,bad
-0.23,0.93,-0.24,25.56,6.94,2.66,bad
-0.29,0.98,-0.38,7.84,-4.14,3.44,bad
-0.25,0.99,-0.3,-17.44,-4.72,-0.24,bad
-0.26,0.98,-0.21,-19.53,-2.81,-2.21,bad
-0.26,0.95,-0.17,-6.28,-2.69,-2.69,bad
-0.24,1.0,-0.17,-11.58,-4.9,-1.74,bad
-0.25,0.94,-0.03,-13.6,-3.28,1.47,bad
-0.23,0.91,-0.06,0.52,-4.1,-0.73,bad
-0.28,0.93,-0.02,-13.57,-6.46,-2.3,bad
-0.25,0.87,0.04,-6.31,-4.13,-2.19,bad
-0.24,1.0,0.06,0.62,5.34,-1.91,bad
-0.29,0.9,0.07,2.95,2.02,1.13,bad
-0.24,0.9,-0.03,19.44,0.87,3.62,bad
-0.29,1.01,-0.09,6.12,5.39,0.82,bad
-0.27,0.93,-0.06,9.09,6.53,2.28,bad
-0.25,0.96,-0.15,23.31,12.37,3.36,bad
-0.25,1.02,-0.27,20.15,10.34,1.9,bad
-0.25,1.02,-0.32,5.84,4.04,-1.32,bad
-0.28,0.99,-0.3,-14.98,-5.07,-1.08,bad
-0.23,0.94,-0.19,-32.92,-9.76,-4.19,bad
-0.26,0.95,-0.12,-8.17,-4.71,-1.46,bad
-0.28,1.07,-0.15,-9.77,-4.76,-3.56,bad
-0.23,1.04,-0.1,-11.45,-1.35,-2.11,bad
-0.23,0.92,-0.06,-9.89,-2.9,0.13,bad
-0.23,0.95,-0.02,-1.89,-0.34,0.55,bad
-0.25,0.94,-0.02,6.55,1.96,1.19,bad
-0.27,0.95,-0.05,10.45,3.37,-0.47,bad
-0.25,0.96,-0.11,20.8,7.5,1.01,bad
-0.27,1.02,-0.22,8.98,2.5,-0.57,bad
-0.22,0.94,-0.27,9.64,4.92,-1.07,bad
-0.29,0.88,-0.28,17.33,3.18,0.67,bad
-0.22,0.93,-0.37,15.31,-1.6,3.56,bad
-0.23,0.91,-0.46,6.31,-5.97,2.2,bad
-0.2,0.95,-0.47,-2.63,-1.6,-0.64,bad
-0.21,0.91,-0.43,-0.67,0.53,-0.83,bad
-0.21,0.92,-0.45,2.05,3.15,2.58,bad
-0.21,0.97,-0.45,11.44,15.16,2.31,bad
-0.15,0.94,-0.57,21.31,15.39,4.47,bad
-0.11,0.9,-0.63,11.91,7.69,2.95,bad
-0.11,0.92,-0.62,-0.08,5.91,-0.31,bad
-0.11,0.93,-0.63,0.36,4.79,0.63,bad
-0.1,0.9,-0.63,0.06,3.97,-0.02,bad
-0.09,0.9,-0.65,8.5,6.54,1.45,bad
-0.07,0.86,-0.69,1.78,2.35,0.13,bad
-0.08,0.89,-0.65,-2.79,1.52,-0.92,bad
-0.01,0.91,-0.65,-27.82,-12.53,-10.65,bad
-0.11,0.94,-0.49,-1.98,7.73,-0.69,bad
-0.07,0.93,-0.55,4.05,-4.67,-0.88,bad
-0.11,0.91,-0.58,-9.5,0.48,-5.91,bad
-0.15,0.95,-0.47,-15.42,-4.47,-5.69,bad
-0.18,0.97,-0.44,-14.49,-5.37,-4.59,bad
-0.19,1.01,-0.43,-19.96,-9.31,-7.37,bad
-0.21,1.04,-0.33,-29.68,-29.74,-9.31,bad
-0.24,0.94,-0.17,-12.25,-11.04,-5.6,bad
-0.27,0.95,-0.16,-5.69,-9.98,-0.52,bad
-0.27,0.96,-0.15,3.76,-2.62,0.86,bad
-0.27,0.99,-0.2,-0.85,-2.73,0.07,bad
-0.29,0.97,-0.14,-9.55,-7.99,0.45,bad
-0.26,0.95,-0.05,-14.98,-9.95,-1.29,bad
-0.28,0.96,-0.01,4.76,-1.02,-0.26,bad
-0.24,1.0,-0.02,1.18,4.35,1.79,bad
-0.25,0.94,0.01,-7.9,1.22,1.67,bad
-0.25,0.92,0.03,2.92,1.67,1.47,bad
-0.28,0.96,-0.0,12.51,0.43,3.37,bad
-0.24,0.99,-0.13,11.86,-1.76,2.09,bad
-0.27,1.01,-0.13,1.76,-0.04,2.23,bad
-0.24,0.96,-0.13,11.14,4.79,3.61,bad
-0.19,1.0,-0.18,23.1,6.42,2.21,bad
-0.19,0.99,-0.29,20.84,9.4,2.73,bad
-0.17,0.94,-0.34,9.97,3.19,1.69,bad
-0.17,1.06,-0.41,16.35,10.66,6.02,bad
-0.07,0.95,-0.42,10.07,-0.11,5.17,bad
-0.12,0.96,-0.42,-1.12,0.78,-1.69,bad
-0.15,0.95,-0.44,-16.02,-6.38,-5.05,bad
-0.2,0.94,-0.35,-17.56,-6.74,-3.86,bad
-0.18,0.96,-0.27,-10.68,-4.05,-3.03,bad
-0.18,0.99,-0.26,-5.63,0.18,-3.53,bad
-0.22,1.02,-0.29,-5.63,-1.5,-4.25,bad
-0.25,0.94,-0.21,-9.58,-1.34,-2.18,bad
-0.22,0.96,-0.2,2.26,-2.36,0.96,bad
-0.25,0.98,-0.22,3.56,2.39,1.05,bad
-0.24,0.99,-0.26,3.5,6.71,0.33,bad
-0.21,0.96,-0.27,-9.21,-3.19,-0.15,bad
-0.24,0.94,-0.17,-6.41,3.28,-1.29,bad
-0.22,0.97,-0.19,3.13,2.59,-2.34,bad
-0.21,0.95,-0.25,14.09,-1.26,3.14,bad
-0.22,0.99,-0.3,6.95,1.2,0.73,bad
-0.19,0.95,-0.23,4.85,2.12,0.07,bad
-0.24,0.92,-0.28,22.66,2.89,6.11,bad
-0.16,0.95,-0.38,9.36,-1.68,1.6,bad
-0.14,0.97,-0.37,-5.33,4.28,-0.38,bad
-0.19,0.98,-0.38,-19.36,-2.67,-3.15,bad
-0.21,0.98,-0.25,-17.5,-1.31,-0.47,bad
-0.22,0.97,-0.18,-9.24,-9.69,-2.21,bad
-0.21,1.01,-0.19,-4.05,-1.19,0.86,bad
-0.22,1.04,-0.2,-9.92,1.07,-2.25,bad
-0.21,0.95,-0.07,-12.89,-7.92,-4.04,bad
-0.21,0.94,-0.05,-0.51,-1.65,-0.91,bad
-0.23,0.95,-0.07,10.01,3.2,0.05,bad
-0.19,0.99,-0.17,10.98,-1.18,-0.47,bad
-0.22,0.98,-0.2,3.09,-2.07,0.27,bad
-0.22,0.99,-0.17,2.73,1.5,-0.63,bad
-0.2,0.97,-0.19,14.61,4.25,0.53,bad
-0.26,1.07,-0.28,25.0,10.9,-1.48,bad
-0.25,1.0,-0.36,5.58,1.13,-0.05,bad
-0.19,1.04,-0.34,-9.27,-1.53,2.59,bad
-0.18,0.97,-0.29,-10.45,-3.6,-0.5,bad
-0.2,0.94,-0.24,-6.73,0.55,-1.65,bad
-0.23,1.0,-0.27,-2.32,0.36,-2.01,bad
-0.22,1.01,-0.21,-12.33,-4.16,-3.05,bad
-0.21,0.93,-0.11,-11.6,-3.67,-1.98,bad
-0.26,0.97,-0.1,-0.4,0.2,-0.07,bad
-0.27,1.0,-0.13,-7.67,0.24,-1.66,bad
-0.23,0.94,-0.02,-10.41,-1.33,-3.2,bad
-0.22,0.93,-0.01,1.06,-0.89,-0.44,bad
-0.23,0.94,-0.06,15.33,0.03,2.46,bad
-0.21,1.01,-0.14,10.67,9.02,2.34,bad
-0.21,0.96,-0.13,13.27,4.61,3.83,bad
-0.22,1.0,-0.23,19.41,2.57,3.78,bad
-0.19,1.03,-0.29,10.71,7.08,0.88,bad
-0.2,1.02,-0.35,-7.5,1.47,-3.05,bad
-0.22,0.96,-0.24,-16.76,-4.92,-2.24,bad
-0.22,0.98,-0.17,-10.03,-1.82,0.46,bad
-0.2,0.99,-0.14,-10.96,-4.57,0.44,bad
-0.19,1.01,-0.09,-14.24,-0.43,-3.54,bad
-0.19,0.95,-0.04,-3.66,-3.76,-2.04,bad
-0.22,0.98,-0.03,9.77,-0.6,0.32,bad
-0.21,1.01,-0.11,26.94,8.76,3.66,bad
-0.21,1.02,-0.2,11.03,0.8,3.92,bad
-0.21,0.99,-0.21,4.47,2.38,0.4,bad
-0.19,0.97,-0.24,11.63,6.75,-1.26,bad
-0.17,0.98,-0.29,11.95,-0.47,0.61,bad
-0.18,0.93,-0.28,3.79,-0.81,2.68,bad
-0.15,0.98,-0.4,6.73,0.22,1.63,bad
-0.18,0.98,-0.4,7.99,1.91,1.98,bad
-0.15,0.97,-0.4,-14.25,-1.08,0.72,bad
-0.16,0.99,-0.35,-19.84,-2.87,-2.34,bad
-0.17,0.96,-0.22,-20.34,-6.14,-1.56,bad
-0.16,0.99,-0.16,-9.23,-3.5,-1.34,bad
-0.18,1.03,-0.16,-12.11,0.52,-3.5,bad
-0.16,1.0,-0.11,-5.74,-4.22,-1.08,bad
-0.17,0.95,-0.1,5.72,1.27,0.94,bad
-0.17,0.94,-0.17,16.9,3.44,0.75,bad
-0.16,1.02,-0.27,21.2,3.03,2.68,bad
-0.12,1.02,-0.3,5.21,-1.67,1.37,bad
-0.17,0.99,-0.27,-13.24,-5.6,0.89,bad
-0.18,1.04,-0.18,-15.07,-2.53,-4.18,bad
-0.19,0.97,-0.09,-15.21,-5.82,-2.73,bad
-0.18,0.92,-0.06,-10.14,-4.02,-1.95,bad
-0.17,0.97,-0.02,2.75,5.63,-0.42,bad
-0.22,0.97,-0.08,18.27,2.52,0.99,bad
-0.2,1.02,-0.16,19.82,3.76,-0.27,bad
-0.15,0.98,-0.25,9.08,1.76,0.57,bad
-0.16,0.99,-0.23,-3.11,-1.93,-0.14,bad
-0.18,0.96,-0.2,-13.22,-4.08,-1.87,bad
-0.21,0.93,-0.13,-10.5,-3.34,-1.23,bad
-0.22,0.95,-0.16,-10.22,-7.81,0.06,bad
-0.19,1.01,-0.09,-16.69,-6.56,-1.37,bad
-0.2,1.01,-0.04,-17.69,-6.18,-8.4,bad
-0.23,0.97,0.02,-0.71,-0.25,0.69,bad
-0.21,0.97,0.01,11.69,2.4,-0.84,bad
-0.24,0.99,-0.04,10.77,1.96,-3.17,bad
-0.19,0.93,-0.06,10.16,5.33,-0.37,bad
-0.27,0.98,-0.17,13.27,5.88,2.11,bad
-0.24,1.03,-0.24,8.98,1.58,1.88,bad
-0.17,0.95,-0.21,7.51,4.82,3.0,bad
-0.24,1.02,-0.29,19.3,5.4,-0.6,bad
-0.21,0.94,-0.35,15.43,7.1,2.47,bad
-0.19,0.95,-0.4,1.15,-2.5,-0.38,bad
-0.22,0.99,-0.37,-10.92,-1.06,-1.22,bad
-0.21,0.96,-0.26,-7.53,0.1,-0.32,bad
-0.19,1.01,-0.27,-0.1,-0.56,1.02,bad
-0.2,0.96,-0.27,-10.84,-7.08,-1.38,bad
-0.22,0.96,-0.2,-10.36,-3.69,-0.66,bad
-0.26,1.02,-0.16,-8.8,-4.47,-0.89,bad
-0.21,1.02,-0.12,-12.92,-5.04,-3.05,bad
-0.21,0.92,-0.05,-7.81,-1.15,-1.34,bad
-0.22,0.97,-0.06,6.83,0.7,2.47,bad
-0.23,0.95,-0.07,11.87,4.44,1.09,bad
-0.19,0.98,-0.17,18.77,4.47,1.34,bad
-0.21,0.95,-0.2,16.97,7.13,2.7,bad
-0.17,0.97,-0.34,7.94,1.24,3.4,bad
-0.2,0.98,-0.35,9.49,4.02,-0.05,bad
-0.18,0.95,-0.33,5.4,4.0,0.47,bad
-0.2,0.94,-0.36,-5.76,-1.99,-2.22,bad
-0.17,0.94,-0.3,-16.46,-6.44,-3.5,bad
-0.23,0.97,-0.28,-8.34,-1.56,-1.68,bad
-0.22,0.99,-0.26,-14.39,-6.81,-1.34,bad
-0.19,0.99,-0.15,-21.19,-2.04,-3.66,bad
-0.22,0.98,-0.08,-12.48,-2.6,-2.04,bad
-0.18,0.93,-0.03,-7.57,-6.4,-0.98,bad
-0.23,0.93,-0.01,-4.81,0.5,2.12,bad
-0.2,0.93,-0.02,1.73,1.33,2.59,bad
-0.19,0.96,-0.01,8.53,1.84,0.25,bad
-0.19,1.0,-0.1,0.6,-1.13,-0.52,bad
-0.19,0.98,-0.09,8.4,5.53,-0.44,bad
-0.22,0.96,-0.12,19.08,5.39,0.24,bad
-0.22,1.01,-0.2,20.31,5.45,0.35,bad
-0.19,1.01,-0.26,6.43,2.89,-0.91,bad
-0.18,1.0,-0.29,-7.11,-2.63,-0.69,bad
-0.22,0.95,-0.21,-14.2,-7.75,-1.21,bad
-0.24,0.98,-0.15,-18.92,-18.07,-0.92,bad
-0.23,1.02,-0.1,-14.45,-3.66,-2.81,bad
-0.23,0.98,-0.05,-1.18,-1.43,-0.81,bad
-0.2,0.95,-0.06,8.99,2.3,1.32,bad
-0.22,0.98,-0.11,14.5,4.98,2.04,bad
-0.22,1.02,-0.2,13.21,5.01,2.81,bad
-0.2,0.99,-0.25,5.53,0.52,1.56,bad
-0.18,0.98,-0.26,1.18,-1.36,1.14,bad
-0.2,0.96,-0.23,-0.96,-1.56,1.48,bad
-0.2,0.96,-0.23,0.26,-2.18,0.21,bad
-0.19,0.99,-0.23,-2.77,-0.09,1.34,bad
-0.18,0.99,-0.22,-2.34,2.55,1.24,bad
-0.13,1.0,-0.23,-3.27,5.21,1.21,bad
-0.19,1.0,-0.21,2.71,8.03,2.77,bad
-0.15,0.99,-0.24,2.31,1.4,6.59,bad
-0.11,1.02,-0.26,1.71,3.07,2.53,bad
-0.1,1.03,-0.25,2.73,4.38,1.33,bad
